iter,v_fun_0,delta_q,norm_delta_q,acc_reward
0,0.0,0.0,0.0,0
10000,0.0013704522011600323,0.02998662129809402,113.24669407456607,-117
20000,0.039897356747570945,0.004510425140072063,28.60265330141391,4448
30000,0.039897356747570945,0.11736512308990868,20.71655181065593,10137
40000,0.19096602590128825,-0.0020676884308466455,17.47448799409369,15813
50000,0.19096602590128825,-0.00029308265120071657,15.62590829090458,21407
60000,0.19096602590128825,-0.010789467743082225,17.890438276339342,27271
70000,0.19096602590128825,0.003631717415827923,12.929470237346871,33554
80000,0.19096602590128825,-0.017630997760773474,14.443702344821741,39427
90000,0.3516538092609507,0.00033960522557790855,13.183372910874564,45407
100000,0.3516538092609507,-0.0017024188008280205,7.620604727685333,51568
110000,0.3516538092609507,-0.0017483786108858585,20.64968591530921,57426
120000,0.3516538092609507,-0.0033938618759507123,5.620558331793699,63800
130000,0.3516538092609507,0.0013577132206324233,6.2017412606002695,69997
140000,0.3516538092609507,0.0009198079523284378,5.1930656914462165,76311
150000,0.4334620586320669,-0.006994474029673926,5.580878336617038,82356
160000,0.4334620586320669,0.01221236139176466,13.775062373825262,88238
170000,0.5317028463092134,-0.001717856956381728,9.828598270514457,94410
180000,0.6626281848059389,-0.002266150675122774,7.7383628306508045,100865
190000,0.6626281848059389,0.0008572612284653499,7.854913799792035,107132
200000,0.6626281848059389,0.009342269566535857,12.291626473429496,113273
210000,0.6626281848059389,-0.001225842453052733,9.285529289281135,119364
220000,0.6626281848059389,0.00017329045045404883,6.771207680395074,125419
230000,0.6626281848059389,0.00025004625223841865,14.057194016569657,131270
240000,0.6626281848059389,-0.0021600302497604825,8.337231576561498,137641
250000,0.6626281848059389,0.0006988995243839077,5.653843877724898,143805
260000,0.6626281848059389,-0.00011927113028695198,5.468526093710181,149959
270000,0.6626281848059389,0.0010376133973069572,4.272238375172388,156200
280000,0.6626281848059389,0.00026292160323055746,8.11167477104451,162358
290000,0.7438176131708825,0.0004929653902816297,4.526733796019511,168598
300000,0.7438176131708825,-0.0007870190464783383,9.353945178006164,174878
310000,0.8348496995677779,0.00024046706491453337,5.280305639792546,181234
320000,0.8348496995677779,0.0010244850946903657,10.771140917944303,187502
330000,0.8348496995677779,0.0012819211222453218,8.621861356448452,193842
340000,0.8348496995677779,-0.001967853507817472,7.005240775821848,200160
350000,0.8348496995677779,0.0013649927214461467,3.825563481760452,206562
360000,0.8348496995677779,0.0015840628520999473,4.607457766309464,213034
370000,0.8348496995677779,0.000776056853503595,5.811480617400369,219358
380000,0.8348496995677779,0.00016293009364336312,5.380806575030317,225330
390000,0.8348496995677779,-0.0007037495381790042,4.222080807407292,231736
400000,0.8348496995677779,-0.005904970428988152,4.922613896777678,238037
410000,0.8348496995677779,-0.0007395039931316152,4.8187968772651075,244394
420000,0.8348496995677779,-0.0006390131179744132,4.751803309177073,250920
430000,0.8348496995677779,0.0004761330230335196,4.376763566894107,257120
440000,0.8348496995677779,0.0004661792345842017,4.419970597994616,263362
